created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang
Mon Mar 22 04:09:18 +0000 2021,1373849241794269186,1373849241794269186,"RT @ESA_EO: Tomorrow is #WorldWaterDay, and here's a striking example of why we have to #valuewater😟 

LEFT: A @CopernicusEU #Sentinel3 vie…",False,"[0, 140]","{'hashtags': [{'text': 'WorldWaterDay', 'indices': [24, 38]}, {'text': 'valuewater', 'indices': [88, 99]}, {'text': 'Sentinel3', 'indices': [125, 135]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ESA_EO', 'name': 'ESA EarthObservation', 'id': 277889424, 'id_str': '277889424', 'indices': [3, 10]}, {'screen_name': 'CopernicusEU', 'name': 'Copernicus EU', 'id': 978604706, 'id_str': '978604706', 'indices': [111, 124]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 4898654699, 'id_str': '4898654699', 'name': 'Madeleine Truel* #BLM #GND & #M4A 🌹🎗', 'screen_name': 'EPL_7_', 'location': 'Abolish ICE ', 'description': '*Madeleine Truel, Latina hero, fought Nazis, was imprisoned in Sachsenhausen. I am Quechua from the Ancash region. I live in occupied Dakota land. Biology.🇵🇪', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 867, 'friends_count': 538, 'listed_count': 3, 'created_at': 'Thu Feb 11 17:37:17 +0000 2016', 'favourites_count': 60232, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 12183, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1372003284890873859/xPxT2OAQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1372003284890873859/xPxT2OAQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4898654699/1615683032', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Sun Mar 21 17:00:00 +0000 2021', 'id': 1373680806586060801, 'id_str': '1373680806586060801', 'full_text': ""Tomorrow is #WorldWaterDay, and here's a striking example of why we have to #valuewater😟 \n\nLEFT: A @CopernicusEU #Sentinel3 view of the Aral Sea, captured in September 2020.\n\nRIGHT: an image of the same lake from 1985 (taken from the Space Shuttle Challenger/ 📸 credits: @NASA) https://t.co/LRFpObFDG1"", 'truncated': False, 'display_text_range': [0, 277], 'entities': {'hashtags': [{'text': 'WorldWaterDay', 'indices': [12, 26]}, {'text': 'valuewater', 'indices': [76, 87]}, {'text': 'Sentinel3', 'indices': [113, 123]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CopernicusEU', 'name': 'Copernicus EU', 'id': 978604706, 'id_str': '978604706', 'indices': [99, 112]}, {'screen_name': 'NASA', 'name': 'NASA', 'id': 11348282, 'id_str': '11348282', 'indices': [271, 276]}], 'urls': [], 'media': [{'id': 1372856923104641024, 'id_str': '1372856923104641024', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/Ew1eGQ0WgAAKA6N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ew1eGQ0WgAAKA6N.jpg', 'url': 'https://t.co/LRFpObFDG1', 'display_url': 'pic.twitter.com/LRFpObFDG1', 'expanded_url': 'https://twitter.com/ESA_EO/status/1373680806586060801/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1372856923104641024, 'id_str': '1372856923104641024', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/Ew1eGQ0WgAAKA6N.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ew1eGQ0WgAAKA6N.jpg', 'url': 'https://t.co/LRFpObFDG1', 'display_url': 'pic.twitter.com/LRFpObFDG1', 'expanded_url': 'https://twitter.com/ESA_EO/status/1373680806586060801/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}, {'id': 1372856923104686087, 'id_str': '1372856923104686087', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/Ew1eGQ0XMAcvw-c.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ew1eGQ0XMAcvw-c.jpg', 'url': 'https://t.co/LRFpObFDG1', 'display_url': 'pic.twitter.com/LRFpObFDG1', 'expanded_url': 'https://twitter.com/ESA_EO/status/1373680806586060801/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 550, 'h': 544, 'resize': 'fit'}, 'large': {'w': 550, 'h': 544, 'resize': 'fit'}, 'small': {'w': 550, 'h': 544, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 277889424, 'id_str': '277889424', 'name': 'ESA EarthObservation', 'screen_name': 'ESA_EO', 'location': '', 'description': '@esa #EarthObservation: Taking the pulse of our planet from space.', 'url': 'https://t.co/RNc4qJm4Y1', 'entities': {'url': {'urls': [{'url': 'https://t.co/RNc4qJm4Y1', 'expanded_url': 'http://www.esa.int/Our_Activities/Observing_the_Earth', 'display_url': 'esa.int/Our_Activities…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 93529, 'friends_count': 2107, 'listed_count': 1833, 'created_at': 'Wed Apr 06 06:29:10 +0000 2011', 'favourites_count': 26549, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22008, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1334414233010892800/lpDSL5rK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1334414233010892800/lpDSL5rK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/277889424/1616059855', 'profile_link_color': '008543', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 81, 'favorite_count': 191, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,81,0,False,False,en
Mon Mar 22 04:09:18 +0000 2021,1373849241588793344,1373849241588793344,"Conserving Water.. Conserving Life 
Happy World Water Day 2021
#SaveWaterSaveLife #WorldWaterDay #shaktipumps https://t.co/wVonhBrwsT",False,"[0, 109]","{'hashtags': [{'text': 'SaveWaterSaveLife', 'indices': [63, 81]}, {'text': 'WorldWaterDay', 'indices': [82, 96]}, {'text': 'shaktipumps', 'indices': [97, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1373848632198361089, 'id_str': '1373848632198361089', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/ExDkDVFW8AE7qcV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExDkDVFW8AE7qcV.jpg', 'url': 'https://t.co/wVonhBrwsT', 'display_url': 'pic.twitter.com/wVonhBrwsT', 'expanded_url': 'https://twitter.com/ShaktiPumps/status/1373849241588793344/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1093, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 640, 'resize': 'fit'}, 'small': {'w': 680, 'h': 363, 'resize': 'fit'}}}]}","{'media': [{'id': 1373848632198361089, 'id_str': '1373848632198361089', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/ExDkDVFW8AE7qcV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExDkDVFW8AE7qcV.jpg', 'url': 'https://t.co/wVonhBrwsT', 'display_url': 'pic.twitter.com/wVonhBrwsT', 'expanded_url': 'https://twitter.com/ShaktiPumps/status/1373849241588793344/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1093, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 640, 'resize': 'fit'}, 'small': {'w': 680, 'h': 363, 'resize': 'fit'}}}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 49556567, 'id_str': '49556567', 'name': 'Shakti Pumps', 'screen_name': 'ShaktiPumps', 'location': 'Pithampur - India', 'description': 'Exporting pumping solutions to over 100 countries and an annual production of 1mn pumps, Shakti Pumps is a leader in energy efficient Pumps & Motors.', 'url': 'https://t.co/JhTUKWxEDH', 'entities': {'url': {'urls': [{'url': 'https://t.co/JhTUKWxEDH', 'expanded_url': 'http://www.shaktipumps.com', 'display_url': 'shaktipumps.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1463, 'friends_count': 40, 'listed_count': 22, 'created_at': 'Mon Jun 22 06:27:01 +0000 2009', 'favourites_count': 55, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 948, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/531026293844742144/XeogcRnM_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/531026293844742144/XeogcRnM_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/49556567/1477299480', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en
Mon Mar 22 04:09:18 +0000 2021,1373849240766533641,1373849240766533641,"RT @SagaSpiritual: We got to learn a lot from our surrounding, the changes we have to made is within our routine"" just keep one thing in mi…",False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SagaSpiritual', 'name': 'Spiritual Saga', 'id': 1344711585336602624, 'id_str': '1344711585336602624', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1135766025884979200, 'id_str': '1135766025884979200', 'name': 'Meet', 'screen_name': 'Meet54541223', 'location': '', 'description': 'msg is my Soul and heart', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2, 'friends_count': 27, 'listed_count': 0, 'created_at': 'Tue Jun 04 04:31:36 +0000 2019', 'favourites_count': 85, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 301, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1135766416072667136/nfas2yBn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1135766416072667136/nfas2yBn_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Mon Mar 22 02:25:49 +0000 2021', 'id': 1373823199876554754, 'id_str': '1373823199876554754', 'full_text': 'We got to learn a lot from our surrounding, the changes we have to made is within our routine"" just keep one thing in mind, water is one of the precious element and it mustn\'t be wasted #WorldWaterDay\n https://t.co/gfCLSpAaqo', 'truncated': False, 'display_text_range': [0, 225], 'entities': {'hashtags': [{'text': 'WorldWaterDay', 'indices': [186, 200]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gfCLSpAaqo', 'expanded_url': 'https://youtu.be/RbxLhkmq5Vk', 'display_url': 'youtu.be/RbxLhkmq5Vk', 'indices': [202, 225]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': 1373819729207431169, 'in_reply_to_status_id_str': '1373819729207431169', 'in_reply_to_user_id': 1344711585336602624, 'in_reply_to_user_id_str': '1344711585336602624', 'in_reply_to_screen_name': 'SagaSpiritual', 'user': {'id': 1344711585336602624, 'id_str': '1344711585336602624', 'name': 'Spiritual Saga', 'screen_name': 'SagaSpiritual', 'location': '', 'description': 'Trying to Serve mankind with full dedication,\n#Goal- to spread love among the world\n\n#Yoga #Meditation #Spiritual #Psychology #Mindfulness #Awakening #Wellbeing', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1440, 'friends_count': 2, 'listed_count': 0, 'created_at': 'Thu Dec 31 18:27:16 +0000 2020', 'favourites_count': 596, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 127, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1372887868461346819/2DWwH22v_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1372887868461346819/2DWwH22v_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1344711585336602624/1609440844', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 37, 'favorite_count': 40, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,37,0,False,False,False,en
Mon Mar 22 04:09:17 +0000 2021,1373849237901905923,1373849237901905923,@HumanityWarior7 Absolutely right. #WorldWaterDay,False,"[17, 49]","{'hashtags': [{'text': 'WorldWaterDay', 'indices': [35, 49]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HumanityWarior7', 'name': 'Humanity Warrior', 'id': 1345740574977007616, 'id_str': '1345740574977007616', 'indices': [0, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1373809402260590592,1373809402260590592,1345740574977007616,1345740574977007616,HumanityWarior7,"{'id': 1016017738131759106, 'id_str': '1016017738131759106', 'name': 'Queens choudhary', 'screen_name': 'QueensInsan', 'location': '', 'description': 'msc MCA  M.A. english', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 39, 'friends_count': 54, 'listed_count': 0, 'created_at': 'Sun Jul 08 17:54:40 +0000 2018', 'favourites_count': 557, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2422, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1350657880362389506/It0OE1BB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1350657880362389506/It0OE1BB_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,False,0,0,False,False,en
Mon Mar 22 04:09:16 +0000 2021,1373849231354564609,1373849231354564609,"RT @SadhguruJV: Water is not a commodity – water is life. If we destroy our water sources, we destroy future generations right now. #Sadhgu…",False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SadhguruJV', 'name': 'Sadhguru', 'id': 67611162, 'id_str': '67611162', 'indices': [3, 14]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1027633579, 'id_str': '1027633579', 'name': 'Aditya Meena', 'screen_name': 'Adiitya088', 'location': 'Jaipur, India', 'description': 'https://t.co/S08U1Y20rF\ncivil engineering \n☕', 'url': None, 'entities': {'description': {'urls': [{'url': 'https://t.co/S08U1Y20rF', 'expanded_url': 'http://M.tech', 'display_url': 'M.tech', 'indices': [0, 23]}]}}, 'protected': False, 'followers_count': 4073, 'friends_count': 3018, 'listed_count': 0, 'created_at': 'Sat Dec 22 02:59:16 +0000 2012', 'favourites_count': 16683, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 507, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1373537365151551491/sHUctaDA_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1373537365151551491/sHUctaDA_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1027633579/1613889954', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Mon Mar 22 02:45:00 +0000 2021', 'id': 1373828024768991239, 'id_str': '1373828024768991239', 'full_text': 'Water is not a commodity – water is life. If we destroy our water sources, we destroy future generations right now. #SadhguruQuotes #WorldWaterDay https://t.co/2Qnhet2Tb1', 'truncated': False, 'display_text_range': [0, 146], 'entities': {'hashtags': [{'text': 'SadhguruQuotes', 'indices': [116, 131]}, {'text': 'WorldWaterDay', 'indices': [132, 146]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1371368621541236736, 'id_str': '1371368621541236736', 'indices': [147, 170], 'media_url': 'http://pbs.twimg.com/media/EwgUftcVIAAZJiO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EwgUftcVIAAZJiO.jpg', 'url': 'https://t.co/2Qnhet2Tb1', 'display_url': 'pic.twitter.com/2Qnhet2Tb1', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1373828024768991239/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 800, 'h': 500, 'resize': 'fit'}, 'small': {'w': 680, 'h': 425, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 500, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1371368621541236736, 'id_str': '1371368621541236736', 'indices': [147, 170], 'media_url': 'http://pbs.twimg.com/media/EwgUftcVIAAZJiO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EwgUftcVIAAZJiO.jpg', 'url': 'https://t.co/2Qnhet2Tb1', 'display_url': 'pic.twitter.com/2Qnhet2Tb1', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1373828024768991239/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 800, 'h': 500, 'resize': 'fit'}, 'small': {'w': 680, 'h': 425, 'resize': 'fit'}, 'medium': {'w': 800, 'h': 500, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 67611162, 'id_str': '67611162', 'name': 'Sadhguru', 'screen_name': 'SadhguruJV', 'location': 'India', 'description': 'A Yogi, Mystic & Visionary. This account is managed by volunteers @Ishafoundation. Tweets from Sadhguru himself are signed - Sg', 'url': 'https://t.co/7LIVaFIjDh', 'entities': {'url': {'urls': [{'url': 'https://t.co/7LIVaFIjDh', 'expanded_url': 'http://Isha.Sadhguru.org', 'display_url': 'Isha.Sadhguru.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3612244, 'friends_count': 2, 'listed_count': 1615, 'created_at': 'Fri Aug 21 13:49:35 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 10645, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'B08E76', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme8/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme8/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1132191777195085824/KbxIQUxJ_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1132191777195085824/KbxIQUxJ_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/67611162/1615901822', 'profile_link_color': '04279C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EADEAA', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1565, 'favorite_count': 4786, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,1565,0,False,False,en
